emp_no,first_name,last_name,from_date,to_date,birth_date
457811,Jiong,Rindone,1986-10-24,9999-01-01,1955-12-17
457836,Yoshinari,Veeraraghavan,1997-07-10,9999-01-01,1953-08-24
457836,Yoshinari,Veeraraghavan,1990-07-10,1997-07-10,1953-08-24
457842,Xianlong,Sidou,1993-08-08,9999-01-01,1952-07-31
457846,Krisda,Alblas,1989-09-10,1998-09-10,1955-01-16
457846,Krisda,Alblas,1998-09-10,9999-01-01,1955-01-16
457849,Vugranam,Benveniste,1985-08-05,9999-01-01,1952-10-07
457852,Gor,Emmerich,1986-08-03,1993-08-03,1953-06-01
457852,Gor,Emmerich,1993-08-03,9999-01-01,1953-06-01
457853,Adib,Morrey,1994-04-21,9999-01-01,1954-06-15
457853,Adib,Morrey,1987-04-21,1994-04-21,1954-06-15
457856,Sudharsan,Cusworth,1987-09-21,9999-01-01,1952-09-15
457859,Yaghout,Beausoleil,1994-01-17,1999-01-17,1955-02-23
457859,Yaghout,Beausoleil,1999-01-17,9999-01-01,1955-02-23
457862,Masamitsu,Holburn,1998-12-15,9999-01-01,1954-10-24
457862,Masamitsu,Holburn,1990-12-15,1998-12-15,1954-10-24
457866,Eckart,Potthoff,1988-02-07,9999-01-01,1955-10-31
457880,Chrisa,Segond,1996-12-04,9999-01-01,1952-11-30
457880,Chrisa,Segond,1987-12-05,1996-12-04,1952-11-30
457894,Augustine,Ranst,1992-10-11,9999-01-01,1954-12-10
457894,Augustine,Ranst,1986-10-12,1992-10-11,1954-12-10
457901,Weiye,Gluchowski,1996-01-05,9999-01-01,1953-11-29
457901,Weiye,Gluchowski,1991-01-05,1996-01-05,1953-11-29
457924,Sumali,Perin,1986-08-09,1991-08-09,1954-06-29
457924,Sumali,Perin,1991-08-09,9999-01-01,1954-06-29
457925,Tianruo,Lund,2000-10-21,9999-01-01,1953-07-07
457925,Tianruo,Lund,1994-10-22,2000-10-21,1953-07-07
457943,Heng,Varley,1996-06-29,9999-01-01,1952-02-07
457948,Fayez,Basagni,1998-07-02,9999-01-01,1953-12-23
457964,Nigel,Zallocco,1987-09-05,1996-09-04,1954-01-25
457964,Nigel,Zallocco,1996-09-04,9999-01-01,1954-01-25
457968,Seongbin,Wissmann,1998-04-01,9999-01-01,1954-06-19
457968,Seongbin,Wissmann,1991-04-01,1998-04-01,1954-06-19
457970,Herb,Matteis,1985-05-04,9999-01-01,1953-06-18
457972,Stamatina,Luck,1996-01-20,9999-01-01,1954-01-19
457972,Stamatina,Luck,1987-01-20,1996-01-20,1954-01-19
457973,Shahid,Maksimenko,1988-08-06,1996-08-06,1953-09-06
457973,Shahid,Maksimenko,1996-08-06,9999-01-01,1953-09-06
457982,Arumugam,Vecchi,1999-11-22,9999-01-01,1954-03-14
457988,Wilmer,Spieker,1991-07-17,9999-01-01,1952-02-25
457990,Taiji,Oaver,1989-03-27,9999-01-01,1954-07-22
457995,Byong,Hiraishi,1988-09-13,1996-09-13,1953-07-30
457995,Byong,Hiraishi,1996-09-13,9999-01-01,1953-07-30
458009,Rosine,Laventhal,1994-11-25,9999-01-01,1953-02-10
458009,Rosine,Laventhal,1986-11-25,1994-11-25,1953-02-10
458015,Amalendu,Noriega,1996-06-27,9999-01-01,1955-10-16
458015,Amalendu,Noriega,1988-06-27,1996-06-27,1955-10-16
458017,Sampalli,Pellegrinelli,1987-02-01,9999-01-01,1952-03-18
458026,Vesna,Veeraraghavan,1995-01-16,9999-01-01,1953-03-07
458026,Vesna,Veeraraghavan,1986-01-16,1995-01-16,1953-03-07
458032,Kiyokazu,Bultermann,1987-06-27,1996-06-26,1952-02-13
458032,Kiyokazu,Bultermann,1996-06-26,9999-01-01,1952-02-13
458034,Jacopo,Rodier,1988-04-07,1997-04-07,1953-03-29
458034,Jacopo,Rodier,1997-04-07,9999-01-01,1953-03-29
458054,Yagil,Benaini,1995-03-18,2002-03-18,1953-12-22
458054,Yagil,Benaini,2002-03-18,9999-01-01,1953-12-22
458056,Garnet,Pocchiola,1986-01-03,9999-01-01,1954-02-04
458058,Marjo,Klassen,1995-06-26,2002-06-26,1953-05-15
458058,Marjo,Klassen,1988-06-25,1995-06-26,1953-05-15
458058,Marjo,Klassen,2002-06-26,9999-01-01,1953-05-15
458063,Krassimir,Piazza,1988-05-07,1995-05-08,1952-11-24
458063,Krassimir,Piazza,1995-05-08,9999-01-01,1952-11-24
458090,Teunis,Hofstetter,1995-01-22,9999-01-01,1955-05-11
458090,Teunis,Hofstetter,1988-01-22,1995-01-22,1955-05-11
458105,Zejun,Jonsson,1986-07-07,9999-01-01,1954-05-21
458106,Odoardo,Saoudi,1987-06-05,9999-01-01,1952-11-29
458135,Navid,Olivero,1996-11-16,9999-01-01,1954-01-14
458135,Navid,Olivero,1989-11-16,1996-11-16,1954-01-14
458147,Erzsebet,Ramsey,1986-06-06,9999-01-01,1955-07-30
458162,Pragnesh,Pearson,1987-03-17,9999-01-01,1955-04-28
458172,Taizo,Reistad,1999-12-28,9999-01-01,1954-08-11
458172,Taizo,Reistad,1993-12-28,1999-12-28,1954-08-11
458196,Brendon,Llado,1987-12-16,9999-01-01,1954-12-20
458199,Yuguang,Isard,1986-11-17,9999-01-01,1955-03-17
458203,Monique,Fargier,1991-06-22,1997-06-21,1955-05-04
458203,Monique,Fargier,1997-06-21,9999-01-01,1955-05-04
458217,Sashi,Worfolk,1987-07-16,9999-01-01,1953-12-12
458222,Djenana,Kavvadias,1994-12-24,9999-01-01,1954-06-02
458222,Djenana,Kavvadias,1986-12-24,1994-12-24,1954-06-02
458228,Fen,Kalloufi,1986-05-16,9999-01-01,1953-01-24
458236,Tadahiko,Kumaresan,1994-02-02,9999-01-01,1952-11-09
458236,Tadahiko,Kumaresan,1988-02-03,1994-02-02,1952-11-09
458238,Barton,Baumann,1992-06-01,1998-06-01,1955-08-29
458238,Barton,Baumann,1986-06-02,1992-06-01,1955-08-29
458238,Barton,Baumann,1998-06-01,9999-01-01,1955-08-29
458252,Aimee,Lorys,1996-03-22,9999-01-01,1952-04-29
458257,Kayoko,Sabnani,1995-12-10,9999-01-01,1953-01-06
458257,Kayoko,Sabnani,1986-12-10,1995-12-10,1953-01-06
458259,Kristina,Malinowski,1994-12-06,9999-01-01,1954-09-26
458266,Shahid,Badache,2000-01-22,9999-01-01,1954-01-11
458266,Shahid,Badache,1992-01-22,2000-01-22,1954-01-11
458286,Bokyung,Doering,2001-02-06,9999-01-01,1953-09-28
458286,Bokyung,Doering,1992-02-07,2001-02-06,1953-09-28
458297,Youssef,Ranst,1994-05-09,9999-01-01,1954-11-16
458297,Youssef,Ranst,1985-05-09,1994-05-09,1954-11-16
458300,Dharmaraja,Gischer,1994-03-13,9999-01-01,1953-04-16
458300,Dharmaraja,Gischer,1986-03-13,1994-03-13,1953-04-16
458321,Mahmut,Orlowski,1995-12-19,2000-12-18,1954-12-24
458321,Mahmut,Orlowski,2000-12-18,9999-01-01,1954-12-24
458326,Christfried,Penttonen,1996-06-10,9999-01-01,1955-03-14
458356,Mari,Stenning,1988-09-11,9999-01-01,1952-09-16
458377,Hidekazu,Lieblein,1996-11-15,9999-01-01,1954-01-21
458377,Hidekazu,Lieblein,1989-11-15,1996-11-15,1954-01-21
458384,Rutger,Bashian,1997-05-10,9999-01-01,1954-11-15
458398,Macha,Farris,1994-08-22,2000-08-21,1952-11-23
458398,Macha,Farris,1988-08-22,1994-08-22,1952-11-23
458398,Macha,Farris,2000-08-21,9999-01-01,1952-11-23
458404,Mandell,Fabrizio,1988-06-29,1993-06-29,1954-02-10
458404,Mandell,Fabrizio,1993-06-29,9999-01-01,1954-02-10
458412,Gilbert,Pearson,1992-07-16,9999-01-01,1952-09-18
458412,Gilbert,Pearson,1987-07-17,1992-07-16,1952-09-18
458416,Lucian,Krybus,1990-07-16,9999-01-01,1955-06-12
458416,Lucian,Krybus,1985-07-16,1990-07-16,1955-06-12
458419,Munir,Avouris,1988-05-23,1996-05-23,1954-11-06
458419,Munir,Avouris,1996-05-23,9999-01-01,1954-11-06
458441,Jovan,Ebeling,2000-09-06,9999-01-01,1955-07-19
458441,Jovan,Ebeling,1995-09-07,2000-09-06,1955-07-19
458452,Mamdouh,Suwa,1993-09-25,9999-01-01,1955-06-04
458452,Mamdouh,Suwa,1988-09-25,1993-09-25,1955-06-04
458463,Ronghao,Kavraki,1990-08-07,9999-01-01,1955-01-28
458463,Ronghao,Kavraki,1985-08-07,1990-08-07,1955-01-28
458465,Peternela,Shimshoni,1999-06-04,9999-01-01,1954-02-18
458474,Rosalie,Pashtan,1999-12-19,9999-01-01,1954-01-08
458479,Arto,Schwaller,1999-12-13,9999-01-01,1953-10-08
458480,Christ,Ritzmann,1987-04-22,9999-01-01,1952-12-10
458494,Sukumar,Jeong,1986-02-02,1992-02-02,1953-11-09
458494,Sukumar,Jeong,1992-02-02,9999-01-01,1953-11-09
458495,Ayonca,Bardell,1993-12-18,9999-01-01,1953-02-18
458495,Ayonca,Bardell,1988-12-18,1993-12-18,1953-02-18
458498,Jayson,Rahimi,1998-04-20,9999-01-01,1955-07-04
458498,Jayson,Rahimi,1990-04-20,1998-04-20,1955-07-04
458525,Amstein,Angiulli,1992-12-07,9999-01-01,1954-06-01
458525,Amstein,Angiulli,1985-12-07,1992-12-07,1954-06-01
458528,Danco,Famili,1989-02-06,9999-01-01,1952-04-28
458532,Limsoon,Ossenbruggen,1989-11-02,9999-01-01,1952-04-01
458535,Shaowei,Krohm,1990-04-24,9999-01-01,1952-02-28
458538,Zissis,Prenel,1993-07-30,2002-07-30,1953-12-09
458538,Zissis,Prenel,2002-07-30,9999-01-01,1953-12-09
458550,Geoffry,Setlzner,1986-11-24,9999-01-01,1955-09-02
458561,Percy,Glowinski,1995-12-28,9999-01-01,1954-04-24
458561,Percy,Glowinski,1987-12-28,1995-12-28,1954-04-24
458564,Shmuel,Portugali,1998-07-16,9999-01-01,1954-05-04
458570,Utpal,Snyers,1998-04-03,9999-01-01,1953-12-11
458571,Siamak,Gargeya,1986-05-01,1994-05-01,1953-11-25
458571,Siamak,Gargeya,1994-05-01,9999-01-01,1953-11-25
458596,Diederik,Lubachevsky,1995-06-01,9999-01-01,1954-12-05
458596,Diederik,Lubachevsky,1987-06-01,1995-06-01,1954-12-05
458597,Valeri,Feldmann,1992-01-17,9999-01-01,1953-01-26
458597,Valeri,Feldmann,1987-01-17,1992-01-17,1953-01-26
458612,Zsolt,Suppi,1996-01-03,9999-01-01,1952-06-03
458615,Paraskevi,Aingworth,1993-10-14,9999-01-01,1953-06-03
458621,JoAnna,Luks,1995-03-06,9999-01-01,1955-09-23
458621,JoAnna,Luks,1990-03-06,1995-03-06,1955-09-23
458653,Stabislas,Haddadi,1997-09-21,9999-01-01,1954-08-24
458663,Zongyan,Itschner,1988-09-15,1994-09-15,1952-02-27
458663,Zongyan,Itschner,1994-09-15,9999-01-01,1952-02-27
458664,Oldrich,Syang,1993-11-03,9999-01-01,1955-05-19
458664,Oldrich,Syang,1987-11-04,1993-11-03,1955-05-19
458665,Xiaopeng,Chepyzhov,1993-02-16,9999-01-01,1953-10-27
458665,Xiaopeng,Chepyzhov,1985-02-16,1993-02-16,1953-10-27
458676,Sanjiv,Anandan,1995-07-15,9999-01-01,1955-08-16
458677,Susanne,Stroustrup,1988-03-11,1997-03-11,1953-10-12
458677,Susanne,Stroustrup,1997-03-11,9999-01-01,1953-10-12
458688,Munehiro,Hopewell,1996-08-12,9999-01-01,1953-06-11
458688,Munehiro,Hopewell,1991-08-13,1996-08-12,1953-06-11
458690,Yagil,Osgood,1998-03-09,9999-01-01,1954-11-15
458695,Dmitry,Schreiter,2000-09-16,9999-01-01,1953-09-06
458695,Dmitry,Schreiter,1992-09-16,2000-09-16,1953-09-06
458700,Frazer,Cannard,1990-02-19,9999-01-01,1955-10-02
458700,Frazer,Cannard,1985-02-19,1990-02-19,1955-10-02
458710,Uwe,Willoner,1995-06-16,9999-01-01,1955-08-05
458710,Uwe,Willoner,1988-06-15,1995-06-16,1955-08-05
458712,Bingning,Miake,1992-12-29,9999-01-01,1952-11-03
458739,Jacqueline,Lienhardt,1996-07-23,9999-01-01,1955-07-26
458739,Jacqueline,Lienhardt,1987-07-24,1996-07-23,1955-07-26
458742,Fay,Ranze,1995-05-04,9999-01-01,1952-10-16
458742,Fay,Ranze,1988-05-03,1995-05-04,1952-10-16
458752,Dzung,Ernst,1989-07-14,9999-01-01,1953-02-01
458756,Jagoda,Georg,1997-11-26,9999-01-01,1955-10-23
458766,Xiong,Benzmuller,1991-12-03,9999-01-01,1953-10-20
458766,Xiong,Benzmuller,1985-12-03,1991-12-03,1953-10-20
458768,Rosella,Danner,1991-11-29,9999-01-01,1955-06-29
458768,Rosella,Danner,1985-11-29,1991-11-29,1955-06-29
458787,Katsuyuki,Brandsma,1987-04-19,1993-04-18,1954-09-12
458787,Katsuyuki,Brandsma,1993-04-18,9999-01-01,1954-09-12
458798,Persi,Rotem,1992-06-17,2001-06-17,1952-12-04
458798,Persi,Rotem,2001-06-17,9999-01-01,1952-12-04
458830,Denny,Murillo,1996-08-10,9999-01-01,1955-02-27
458840,Martien,Pashtan,1996-09-11,9999-01-01,1952-02-07
458840,Martien,Pashtan,1989-09-11,1996-09-11,1952-02-07
458841,Youpyo,Paciorek,1987-01-02,1993-01-01,1955-02-27
458841,Youpyo,Paciorek,1993-01-01,9999-01-01,1955-02-27
458845,Arunas,Erdmenger,1993-04-08,2000-04-08,1953-10-28
458845,Arunas,Erdmenger,2000-04-08,9999-01-01,1953-10-28
458847,Xiping,Trystram,1988-06-02,9999-01-01,1952-07-12
458851,Larisa,Monarch,1999-04-15,9999-01-01,1954-07-29
458851,Larisa,Monarch,1990-04-15,1999-04-15,1954-07-29
458868,Xudong,Olano,1991-09-12,1999-09-12,1954-11-03
458868,Xudong,Olano,1999-09-12,9999-01-01,1954-11-03
458870,Kokou,Raoux,1995-12-02,9999-01-01,1953-04-12
458875,Hatim,Vesna,1991-12-14,9999-01-01,1953-07-30
458875,Hatim,Vesna,1986-12-14,1991-12-14,1953-07-30
458887,Ioana,Halloran,1985-08-26,1993-08-26,1955-03-09
458887,Ioana,Halloran,1993-08-26,9999-01-01,1955-03-09
458888,Mechthild,Bratten,1988-07-10,9999-01-01,1954-10-18
458891,Kiam,Bala,1998-03-20,9999-01-01,1954-11-24
458891,Kiam,Bala,1992-03-20,1998-03-20,1954-11-24
458904,Yuichiro,Ariola,1985-10-31,1993-10-31,1954-11-30
458904,Yuichiro,Ariola,1993-10-31,9999-01-01,1954-11-30
458905,Mingzeng,Kusakabe,1995-07-16,9999-01-01,1954-12-12
458909,Gunilla,Pluym,1997-11-10,9999-01-01,1955-03-12
458914,Arch,McAffer,1999-11-24,9999-01-01,1954-08-14
458914,Arch,McAffer,1990-11-24,1999-11-24,1954-08-14
458922,Anneli,Demir,1992-04-25,1999-04-26,1954-10-02
458922,Anneli,Demir,1999-04-26,9999-01-01,1954-10-02
458931,Guiseppe,Fujisaki,1994-12-22,9999-01-01,1953-07-15
458931,Guiseppe,Fujisaki,1986-12-22,1994-12-22,1953-07-15
458936,Jacqueline,Siksek,1998-06-25,9999-01-01,1955-04-03
458936,Jacqueline,Siksek,1990-06-25,1998-06-25,1955-04-03
458941,Tru,Vingron,1987-12-07,1995-12-07,1955-09-24
458941,Tru,Vingron,1995-12-07,9999-01-01,1955-09-24
458948,Mang,Boissier,1987-05-17,1993-05-16,1955-02-12
458948,Mang,Boissier,1993-05-16,9999-01-01,1955-02-12
458957,Munenori,Szemeredi,1992-10-14,9999-01-01,1954-03-31
458963,Mayuri,Krider,1994-05-04,9999-01-01,1952-04-17
458966,Billie,Ciolek,1994-08-24,9999-01-01,1955-01-22
458966,Billie,Ciolek,1987-08-24,1994-08-24,1955-01-22
458968,Turgut,Schwartzbauer,1999-01-05,9999-01-01,1955-04-10
458968,Turgut,Schwartzbauer,1990-01-05,1999-01-05,1955-04-10
458971,Atreye,Godskesen,1990-02-17,9999-01-01,1954-02-13
458971,Atreye,Godskesen,1985-02-17,1990-02-17,1954-02-13
458972,Emdad,Nergos,1992-09-04,2000-09-04,1953-06-07
458972,Emdad,Nergos,2000-09-04,9999-01-01,1953-06-07
458987,Shushma,Prenel,1993-06-12,9999-01-01,1954-02-25
459016,Vatsa,Yoshizawa,1986-02-01,1993-02-01,1954-05-21
459016,Vatsa,Yoshizawa,1993-02-01,9999-01-01,1954-05-21
459018,Ziya,Shanbhogue,1996-03-25,9999-01-01,1955-02-22
459018,Ziya,Shanbhogue,1987-03-26,1996-03-25,1955-02-22
459020,Shiv,Peha,1994-10-04,2001-10-04,1952-03-13
459020,Shiv,Peha,2001-10-04,9999-01-01,1952-03-13
459026,Kazuhisa,Gyimothy,1986-10-10,9999-01-01,1954-03-29
459031,Kazuhiro,Raoux,2002-05-16,9999-01-01,1953-02-22
459031,Kazuhiro,Raoux,1996-05-16,2002-05-16,1953-02-22
459042,Lena,Hiyoshi,2001-05-06,9999-01-01,1955-06-25
459042,Lena,Hiyoshi,1996-05-06,2001-05-06,1955-06-25
459045,Phillip,Lunn,1987-04-08,1996-04-06,1953-08-17
459045,Phillip,Lunn,1996-04-06,9999-01-01,1953-08-17
459046,JoAnna,Comellas,1997-10-02,9999-01-01,1955-05-18
459046,JoAnna,Comellas,1988-10-02,1997-10-02,1955-05-18
459056,Jeanne,Decleir,1989-11-05,1994-11-05,1953-06-12
459056,Jeanne,Decleir,1994-11-05,9999-01-01,1953-06-12
459064,Danco,Isaac,1994-10-12,9999-01-01,1953-01-23
459064,Danco,Isaac,1987-10-12,1994-10-12,1953-01-23
459069,Charmane,Geffroy,1997-03-23,9999-01-01,1953-03-11
459075,Barry,Chinen,1992-11-01,9999-01-01,1953-03-23
459075,Barry,Chinen,1985-11-01,1992-11-01,1953-03-23
459083,Eishiro,Morton,1991-06-22,9999-01-01,1954-07-01
459085,Freyja,Pearson,1996-07-23,9999-01-01,1955-05-13
459100,Mohammad,Thibadeau,1988-07-28,1994-07-28,1955-05-20
459100,Mohammad,Thibadeau,1994-07-28,9999-01-01,1955-05-20
459116,Souichi,Lund,1990-10-18,9999-01-01,1953-02-14
459116,Souichi,Lund,1985-10-18,1990-10-18,1953-02-14
459127,Gill,Flanders,1991-05-22,1997-05-21,1955-12-30
459127,Gill,Flanders,1997-05-21,9999-01-01,1955-12-30
459154,Odoardo,Garigliano,1995-01-26,9999-01-01,1955-06-14
459154,Odoardo,Garigliano,1986-01-26,1995-01-26,1955-06-14
459158,Naftali,Anger,1997-07-31,2002-07-31,1955-10-14
459158,Naftali,Anger,2002-07-31,9999-01-01,1955-10-14
459164,Nimmagadda,Landherr,1994-02-16,9999-01-01,1955-03-06
459164,Nimmagadda,Landherr,1988-02-17,1994-02-16,1955-03-06
459173,Lein,Basawa,1993-10-30,9999-01-01,1954-04-28
459173,Lein,Basawa,1987-10-31,1993-10-30,1954-04-28
459177,Duangkaew,Velardi,1992-05-09,2001-05-09,1952-07-04
459177,Duangkaew,Velardi,2001-05-09,9999-01-01,1952-07-04
459178,Tiina,Prampolini,1988-11-28,9999-01-01,1952-10-29
459189,Marsja,Thebaut,1994-08-19,9999-01-01,1954-08-11
459189,Marsja,Thebaut,1988-08-19,1994-08-19,1954-08-11
459225,Saniya,Baaleh,1985-04-03,1994-04-03,1952-06-06
459225,Saniya,Baaleh,1994-04-03,9999-01-01,1952-06-06
459228,Kwun,Reinhard,1989-06-16,1998-06-16,1953-05-09
459228,Kwun,Reinhard,1998-06-16,9999-01-01,1953-05-09
459240,Randi,Henders,1987-07-20,9999-01-01,1955-04-26
459247,Teunis,Aseltine,1996-04-22,9999-01-01,1955-06-05
459248,Mingsen,Alblas,1999-09-02,9999-01-01,1954-02-16
459262,Ger,Majewski,1990-05-21,1999-05-21,1952-05-10
459262,Ger,Majewski,1999-05-21,9999-01-01,1952-05-10
459269,Akhilish,Baek,1996-06-24,9999-01-01,1952-04-24
459273,Genki,Oaver,1992-04-23,9999-01-01,1953-10-18
459273,Genki,Oaver,1986-04-24,1992-04-23,1953-10-18
459278,Gill,Rosar,1990-11-08,9999-01-01,1952-10-12
459278,Gill,Rosar,1985-11-08,1990-11-08,1952-10-12
459279,Serenella,Lampe,1993-03-14,9999-01-01,1955-06-10
459279,Serenella,Lampe,1985-03-14,1993-03-14,1955-06-10
459286,Oscar,Raczkowsky,1985-03-20,9999-01-01,1952-06-14
459287,Premsyl,Ranta,1988-10-23,9999-01-01,1955-12-27
459307,Garnik,Pouyioutas,1991-02-21,9999-01-01,1953-10-15
459332,Krassimir,Luan,1986-05-04,1992-05-03,1953-08-27
459332,Krassimir,Luan,1992-05-03,9999-01-01,1953-08-27
459339,Khalil,Henseler,1994-12-10,1999-12-10,1955-06-16
459339,Khalil,Henseler,1999-12-10,9999-01-01,1955-06-16
459342,Niclas,Vidal,1994-04-18,9999-01-01,1954-07-04
459342,Niclas,Vidal,1988-04-18,1994-04-18,1954-07-04
459347,Martijn,Baca,1991-10-10,9999-01-01,1954-05-09
459351,Zorica,Jeansoulin,1986-07-05,9999-01-01,1955-03-02
459363,Adam,Walston,1988-02-04,1996-02-04,1954-10-03
459363,Adam,Walston,1996-02-04,9999-01-01,1954-10-03
459365,Udo,Preusig,1992-07-03,9999-01-01,1954-07-02
459365,Udo,Preusig,1987-07-04,1992-07-03,1954-07-02
459397,Kersti,Simmen,1989-06-26,1997-06-26,1953-08-01
459397,Kersti,Simmen,1997-06-26,9999-01-01,1953-08-01
459409,DeForest,Szilard,1989-03-20,9999-01-01,1955-10-29
459416,Niclas,Joslin,2000-02-18,9999-01-01,1955-01-22
459416,Niclas,Joslin,1994-02-18,2000-02-18,1955-01-22
459420,Shietung,Iisaku,1987-01-16,1996-01-16,1953-02-17
459420,Shietung,Iisaku,1996-01-16,9999-01-01,1953-02-17
459450,Kersti,Sullins,1988-05-23,1996-05-23,1955-10-14
459450,Kersti,Sullins,1996-05-23,9999-01-01,1955-10-14
459456,Stepehn,Dahlbom,1998-07-21,9999-01-01,1954-06-15
459462,Dzung,Lortz,1986-02-09,1992-02-09,1953-04-24
459462,Dzung,Lortz,1992-02-09,9999-01-01,1953-04-24
459463,Akeel,Denis,1987-03-27,9999-01-01,1954-09-19
459467,Arunas,Bahl,1985-04-22,1991-04-22,1953-07-12
459467,Arunas,Bahl,1991-04-22,9999-01-01,1953-07-12
459469,Roselyn,Meriste,1985-05-17,1991-05-17,1954-03-09
459469,Roselyn,Meriste,1991-05-17,9999-01-01,1954-03-09
459470,Vishv,Heiserman,1997-04-04,9999-01-01,1952-08-07
459478,Danai,Vuskovic,1994-09-25,9999-01-01,1954-12-05
459478,Danai,Vuskovic,1986-09-25,1994-09-25,1954-12-05
459483,Shmuel,Docker,2002-05-21,9999-01-01,1952-06-03
459483,Shmuel,Docker,1997-05-21,2002-05-21,1952-06-03
459489,Pascal,Comellas,1998-02-09,9999-01-01,1953-01-14
459497,Phillip,Facello,1990-06-10,9999-01-01,1953-12-16
459497,Phillip,Facello,1985-06-10,1990-06-10,1953-12-16
459514,Weiye,Pettit,1998-03-18,9999-01-01,1954-06-17
459514,Weiye,Pettit,1992-03-18,1998-03-18,1954-06-17
459531,Gian,Kawashimo,1987-09-06,1996-09-05,1955-11-16
459531,Gian,Kawashimo,1996-09-05,9999-01-01,1955-11-16
459547,Pohua,Hardjono,1991-09-16,1998-09-16,1954-04-09
459547,Pohua,Hardjono,1998-09-16,9999-01-01,1954-04-09
459551,Amalendu,Jervis,1987-09-28,1996-09-27,1954-02-14
459551,Amalendu,Jervis,1996-09-27,9999-01-01,1954-02-14
459562,Lillian,Ferriere,1987-07-19,1996-07-18,1953-10-31
459562,Lillian,Ferriere,1996-07-18,9999-01-01,1953-10-31
459572,Houman,Sewelson,1992-09-19,9999-01-01,1953-02-16
459572,Houman,Sewelson,1987-09-20,1992-09-19,1953-02-16
459596,Constantino,Bernardinello,1985-05-13,9999-01-01,1954-08-12
459609,Lenore,Peris,1993-03-29,9999-01-01,1954-05-20
459609,Lenore,Peris,1987-03-30,1993-03-29,1954-05-20
459614,Eishiro,Bojadziev,1996-03-04,9999-01-01,1955-09-26
459617,Sangeeta,Pollacia,1987-10-12,9999-01-01,1953-09-24
459621,Kamran,Bottner,1990-09-03,9999-01-01,1953-05-16
459621,Kamran,Bottner,1985-09-03,1990-09-03,1953-05-16
459623,Marjo,Camarinopoulos,1986-11-18,1995-11-18,1954-08-02
459623,Marjo,Camarinopoulos,1995-11-18,9999-01-01,1954-08-02
459625,Stella,Lammel,1996-05-30,9999-01-01,1954-09-14
459625,Stella,Lammel,1987-05-31,1996-05-30,1954-09-14
459633,Bilhanan,Poupard,1991-06-02,9999-01-01,1955-02-10
459633,Bilhanan,Poupard,1985-06-02,1991-06-02,1955-02-10
459635,Valeri,Gaughan,1988-05-21,9999-01-01,1953-07-11
459636,DAIDA,Bardell,1988-09-04,1997-09-04,1955-04-01
459636,DAIDA,Bardell,1997-09-04,9999-01-01,1955-04-01
459639,Valery,Shumilov,2000-12-25,9999-01-01,1952-06-02
459639,Valery,Shumilov,1994-12-26,2000-12-25,1952-06-02
459646,Uri,Rouquie,1998-05-26,9999-01-01,1952-07-09
459650,Przemyslawa,Pepe,1986-10-06,1991-10-06,1954-04-04
459650,Przemyslawa,Pepe,1991-10-06,9999-01-01,1954-04-04
459651,Jinpo,Maierhofer,1998-04-22,9999-01-01,1953-07-30
459651,Jinpo,Maierhofer,1992-04-22,1998-04-22,1953-07-30
459653,Magdalena,Monkewich,1990-03-30,1999-03-30,1953-01-19
459653,Magdalena,Monkewich,1999-03-30,9999-01-01,1953-01-19
459662,Jasminko,Krybus,1995-12-06,9999-01-01,1953-07-18
459671,Mark,Flowers,1988-02-08,1993-02-07,1954-01-30
459671,Mark,Flowers,1993-02-07,9999-01-01,1954-01-30
459673,Tiina,Qiwen,1998-07-30,9999-01-01,1953-04-07
459679,Bikash,Budinsky,1987-05-17,1995-05-17,1952-06-08
459679,Bikash,Budinsky,1995-05-17,9999-01-01,1952-06-08
459691,Munenori,Brodal,1989-01-25,9999-01-01,1952-02-29
459692,Kyoichi,Flasterstein,1999-02-09,9999-01-01,1953-11-19
459711,Fusako,Junot,1999-07-15,9999-01-01,1952-11-09
459730,Shuho,Erni,1996-10-29,9999-01-01,1954-12-24
459730,Shuho,Erni,1987-10-30,1996-10-29,1954-12-24
459747,Shigeichiro,Stille,1996-01-09,9999-01-01,1954-05-22
459747,Shigeichiro,Stille,1987-01-09,1996-01-09,1954-05-22
459750,Danai,Ernst,1987-07-24,1992-07-23,1954-04-07
459750,Danai,Ernst,1992-07-23,9999-01-01,1954-04-07
459757,Duri,Chimia,1996-09-21,9999-01-01,1954-12-27
459767,Badri,Michaels,1998-10-21,9999-01-01,1954-06-10
459783,Conrado,Olivero,1996-05-04,9999-01-01,1954-01-21
459805,Kiyotoshi,Chandrasekhar,1993-12-08,9999-01-01,1955-10-20
459805,Kiyotoshi,Chandrasekhar,1985-12-08,1993-12-08,1955-10-20
459806,Serap,Garrabrants,2000-11-04,9999-01-01,1952-07-29
459806,Serap,Garrabrants,1993-11-04,2000-11-04,1952-07-29
459811,Gopalakrishnan,Meszaros,1995-11-29,9999-01-01,1952-08-17
459811,Gopalakrishnan,Meszaros,1986-11-29,1995-11-29,1952-08-17
459813,Fuqing,Giveon,1997-07-12,9999-01-01,1952-05-06
459854,Filipp,Kadhim,1987-07-07,1992-07-06,1953-08-11
459854,Filipp,Kadhim,1992-07-06,9999-01-01,1953-08-11
459867,Nechama,Theuretzbacher,1995-02-01,2000-02-01,1952-05-08
459867,Nechama,Theuretzbacher,2000-02-01,9999-01-01,1952-05-08
459877,Shem,Demir,1999-03-01,9999-01-01,1954-12-30
