emp_no,first_name,last_name,to_date,salary
204067,Brigham,Pews,9999-01-01,81902
440202,Sadegh,Daescu,1990-03-06,60103
234993,Wuxu,Schade,9999-01-01,40000
471096,Ingmar,Merli,9999-01-01,46426
231243,Abdelghani,Birta,9999-01-01,40000
401983,Pranay,Mamelak,9999-01-01,54914
401179,Conrado,Kalloufi,9999-01-01,55543
423691,Alain,Hanratty,9999-01-01,56718
414180,Kinh,Dengi,2000-03-29,89633
407073,Rasikan,Pelc,9999-01-01,53919
49551,Dipankar,Ponthieu,2000-08-25,47160
276741,Ramya,Colorni,9999-01-01,40000
209877,Kristian,Dredge,9999-01-01,40000
65868,Guoxiang,Cools,9999-01-01,51306
254906,Jessie,Baalen,9999-01-01,41348
70956,Almudena,Genther,9999-01-01,50155
288138,Iara,Tetzlaff,9999-01-01,102327
76085,Christfried,Bratsberg,9999-01-01,71936
79390,Bernt,Shigei,9999-01-01,57482
101690,Dante,Lally,2001-01-26,75873
403477,Herbert,Rajaraman,9999-01-01,71872
65081,Wojceich,Rahier,2001-04-03,68248
10258,Basil,Ishibashi,9999-01-01,66280
464838,Sahrah,Haraldson,1998-12-15,63675
73749,Hercules,Oppitz,1994-02-06,69369
496032,Trygve,Tischendorf,9999-01-01,77819
453367,Ashish,Gips,1989-06-19,40000
450727,Yurij,Ullian,1997-04-28,40000
421608,Poorav,Stifter,1997-05-12,40000
465680,Gen,Czap,9999-01-01,76784
473521,Malu,Katalagarianos,9999-01-01,48978
52857,Van,Rabehasaina,9999-01-01,40000
286288,Fayez,Huhdanpaa,9999-01-01,40000
38220,Maya,Terkki,9999-01-01,67125
18407,Marsja,Luit,1997-08-15,67557
258786,Huiqun,Birsak,9999-01-01,49751
484260,Subhada,Sullins,9999-01-01,40000
39990,Jingling,Katalagarianos,9999-01-01,40000
469533,Insup,Kamble,9999-01-01,60868
83783,Mayuri,Baranowski,1995-07-18,41274
91107,Fuqing,Hmelo,9999-01-01,91417
259285,Odoardo,Khasidashvili,9999-01-01,40000
480034,Tokuyasu,Casley,9999-01-01,48553
296836,Xumin,Michaeli,9999-01-01,40000
90749,Martins,Vesna,9999-01-01,58527
428929,Tesuro,Chinen,1999-02-28,40000
227144,Anneli,Beeson,9999-01-01,65909
90179,Sajjad,Pramanik,1989-11-08,40000
34881,Krister,Schapiro,1990-10-15,70731
67929,Richard,Iisaka,9999-01-01,40000
493738,Jolita,Schreiter,9999-01-01,51247
24790,Kiyokazu,Chachaty,9999-01-01,78040
71009,Keung,Zaccaria,1988-04-27,42129
480823,Ulf,Baig,9999-01-01,53446
450496,Shuji,Rosti,9999-01-01,49324
408014,Tuval,Janetzko,9999-01-01,40000
17384,Youngkon,Nooteboom,9999-01-01,55693
412705,Rosella,Rohrbach,9999-01-01,40000
285673,Arnould,Chaudhury,9999-01-01,40000
479566,Paraskevi,Manderick,9999-01-01,75720
231276,Jayesh,Butner,9999-01-01,69107
227159,Diederik,Roison,1992-07-06,76738
36930,Sadegh,Vasanthakumar,9999-01-01,40000
235568,Izaskun,Trachtenberg,9999-01-01,61258
428243,Leif,Ghazalie,9999-01-01,40000
296693,Khedija,Lunn,9999-01-01,40000
214491,Ulf,Cromarty,1993-09-15,67347
48446,Parke,Kossowski,9999-01-01,52936
214816,Owen,Dayang,1997-04-30,57119
79367,Shir,Kandlur,9999-01-01,56407
485820,Mitsuyuki,Chinal,9999-01-01,44784
473690,Zhanqiu,Junot,9999-01-01,40000
88171,Genevieve,Eterovic,2001-09-02,40000
109560,Ymte,Hoogerwoord,9999-01-01,91629
491892,Arfst,Gruenwald,9999-01-01,73423
227471,Djenana,Cannane,9999-01-01,40000
66425,Mats,Eppinger,9999-01-01,57825
438312,Menkae,Trachtenberg,9999-01-01,45333
97775,Maren,Mahmud,1991-06-26,40000
410418,Adas,Dahlbom,9999-01-01,60695
90306,Gully,Cangellaris,1993-03-02,98223
273742,Rildo,Armand,9999-01-01,40000
85018,Marjo,Billingsley,9999-01-01,61123
489518,Alexius,Dulay,9999-01-01,49548
208612,Eckart,McDermid,1995-12-21,68716
445122,Brendon,Farrow,9999-01-01,55242
296387,Yuguang,Riexinger,1996-04-03,68129
472781,Huan,Hasham,9999-01-01,40000
432087,Hidefumi,Garigliano,9999-01-01,40000
255357,Siddarth,Clouatre,2001-07-07,87822
488358,Christ,Speer,1988-04-30,92726
269107,Candida,Ritzmann,9999-01-01,60153
421249,Francesca,Raoux,9999-01-01,40000
294502,Reinhard,Suppi,9999-01-01,55877
255010,Taiji,Denis,9999-01-01,67867
415376,Sungwon,Range,1987-05-18,69662
109291,Cullen,Theuretzbacher,9999-01-01,62026
245528,Kristinn,Baumann,9999-01-01,67161
74723,Sibyl,Chiodo,9999-01-01,73177
287437,Kristinn,Salinas,9999-01-01,40000
245595,Youjian,Gaughan,1994-02-26,49110
495228,Ramya,Selvestrel,1988-01-02,63889
479629,Yonghoan,Verhaegen,1992-06-08,60065
109280,Kirk,Rosay,1994-10-27,46513
443986,Munenori,Tischendorf,9999-01-01,48609
43207,Itzchak,Shihab,1995-06-15,43618
232596,Zvonko,Percebois,9999-01-01,44838
462289,Kenroku,Adachi,9999-01-01,44191
264963,Harjit,Luan,2002-04-18,66038
297435,Anyuan,Rouquie,9999-01-01,53991
93553,Maris,Swist,9999-01-01,66269
47374,Yonghong,Kaiserswerth,9999-01-01,56376
226146,Shichao,Syrzycki,9999-01-01,54916
283323,Masami,Wiegley,9999-01-01,40000
408881,Christophe,Aloia,9999-01-01,51437
411440,Karlis,Doering,1991-10-26,40000
203967,Teiji,Genther,9999-01-01,55531
51336,Rosli,Pepe,9999-01-01,80848
435032,Spyrose,Linnainmaa,9999-01-01,42954
53391,Fayez,Stroustrup,9999-01-01,71880
294414,Petter,Vakili,9999-01-01,66713
11085,Hailing,Thummel,9999-01-01,66437
441179,Tommaso,Sgarro,9999-01-01,84048
100117,Fumitaka,Beerel,9999-01-01,40000
14005,Vojin,Stellhorn,1996-10-04,40000
217418,Nikolaos,Puppo,9999-01-01,60671
420829,Heekeun,Klassen,9999-01-01,40000
273561,Susanne,McAffer,9999-01-01,54411
291286,Kyoichi,Speek,9999-01-01,51808
259562,Xiaoshan,Pesch,1988-03-25,40000
48803,Yuuichi,Bhattacharjee,9999-01-01,48143
488859,Odysseas,McFarlin,9999-01-01,50737
448286,Radhia,Crouzet,2001-02-07,60773
245740,Arun,Pelz,9999-01-01,40000
255007,Vesna,Radhakrishnan,9999-01-01,40000
419837,Poornachandra,Morrey,9999-01-01,40000
106278,Chanjung,Nooteboom,9999-01-01,83509
53160,Susumu,Rossi,9999-01-01,40000
483981,Shuky,Halevi,9999-01-01,40000
455933,Danco,Beilner,9999-01-01,50343
454745,Marjo,Vigier,9999-01-01,60519
278445,Kamakshi,Improta,2001-06-24,40000
465581,Kiyomitsu,Highland,9999-01-01,40000
436049,Golgen,Schmiedel,9999-01-01,40000
427924,Brendon,Msuda,9999-01-01,89262
483667,Adhemar,Baik,9999-01-01,40000
239115,Arra,Bratsberg,9999-01-01,40000
460918,Noritoshi,McClure,9999-01-01,40000
294681,Maria,Fujisaki,9999-01-01,40000
281596,Jixiang,Feinberg,1997-05-22,44756
87107,Kasturi,Peir,9999-01-01,72427
97126,Nitsan,Heyers,9999-01-01,64243
73137,Manohar,Lortz,9999-01-01,68030
227501,Angus,Biron,9999-01-01,40000
251938,Bouchung,Potthoff,1987-05-22,46295
22625,Weicheng,Pleszkun,9999-01-01,40000
30101,Berni,Olano,9999-01-01,40000
260144,Fun,Baja,9999-01-01,43141
227925,Ulises,Sgarro,9999-01-01,40000
294463,Hidekazu,Openshaw,9999-01-01,40000
485363,Mikhail,Serre,9999-01-01,59026
288755,Badri,Buescher,9999-01-01,40000
106192,Alejandra,Calkin,1998-09-10,40000
276019,Abdulla,Erev,9999-01-01,40000
284210,Dante,Weisert,9999-01-01,49216
231952,Carrsten,Docker,9999-01-01,52909
82911,Irena,Bierman,9999-01-01,51677
423349,Huiqun,Kuhnemann,9999-01-01,40000
66131,Kasturi,Vuskovic,9999-01-01,57171
431478,Poornachandra,Ratnaker,9999-01-01,51362
280483,Naraig,Jeong,9999-01-01,68110
225871,Ronghao,Kavraki,9999-01-01,59319
64904,Xiaocheng,Aloia,9999-01-01,41045
297188,Chaoyi,Impagliazzo,9999-01-01,51338
445283,Dmitry,Attimonelli,9999-01-01,40000
80429,Prodip,Suermann,9999-01-01,75560
493944,Ziyad,Gulla,9999-01-01,57380
13894,Ult,Schonegge,9999-01-01,48958
471970,Lalit,Demos,9999-01-01,40000
209360,Duke,Stifter,9999-01-01,75609
465658,Phule,Zlotek,1989-03-03,62451
413731,Inderjeet,Underwood,2000-07-26,40000
407376,Goncalo,Boudaillier,9999-01-01,61808
81158,Filipp,Percebois,9999-01-01,40469
107545,Hisao,Picci,1993-04-05,41944
85040,Chikako,Legleitner,9999-01-01,40000
71914,Navid,Uludag,9999-01-01,40000
94172,Ronnie,Bage,9999-01-01,74442
468027,Venkatesan,Besancenot,9999-01-01,61531
231635,Billie,Kalafatis,1998-07-19,40000
456816,Mountaz,Aumann,1992-10-07,59988
217540,Goncalo,Zschoche,1990-05-15,63875
283062,Fun,Naumovich,9999-01-01,40000
80801,Bluma,Ambroszkiewicz,9999-01-01,71885
97787,Jayson,Zumaque,1993-06-09,50797
280370,Mayuko,Vesel,9999-01-01,93615
271272,Willard,Matheson,9999-01-01,40000
241380,Josyula,Pezzoli,9999-01-01,49345
411539,Guangming,Pearson,2002-02-23,48536
214371,Steve,McAlpine,1988-10-12,40000
52457,Larisa,Shobatake,2001-05-10,50767
294170,Valeri,Improta,1998-01-07,70018
35096,Gaetan,Olivero,9999-01-01,40000
45290,Thanasis,Varman,9999-01-01,40000
34391,Abdelwaheb,Marrakchi,1990-03-07,78470
479812,Fuqing,Staudhammer,9999-01-01,75803
293628,Zhanqiu,Danecki,9999-01-01,65766
422269,Muneo,Peck,1992-12-29,51109
50294,Arto,Cronan,9999-01-01,67191
203667,Mabry,Conia,9999-01-01,40000
32200,Nalini,Sadowsky,9999-01-01,42770
467060,Aimee,Baik,9999-01-01,40000
239653,Elrique,Emmart,9999-01-01,53138
79042,Iara,Narwekar,9999-01-01,40000
37053,Tooru,Peron,9999-01-01,40000
444396,Make,Highland,9999-01-01,40000
489267,Alper,Vadhan,1999-03-29,58394
441925,Kinh,Kusakabe,9999-01-01,48015
67567,Yuqun,Delgrossi,9999-01-01,53312
461882,Jamaludin,Schauser,1999-07-26,63292
68547,Ulf,Figueira,1989-03-30,83993
12490,Jackson,Muchinsky,9999-01-01,40000
260889,Mona,Streng,9999-01-01,45696
426187,Josyula,Mawatari,9999-01-01,49221
450170,Taiji,Constantine,9999-01-01,63439
249276,Arra,Matheson,9999-01-01,62183
49708,Nagui,Jansch,9999-01-01,40000
288768,Khosrow,Lindenbaum,9999-01-01,40000
487525,Irena,Buescher,9999-01-01,73981
271888,Dekang,Gide,1988-02-18,40000
272372,Bernice,Tsunoo,1991-12-02,74479
229516,Susanta,Gischer,9999-01-01,47887
84722,Hercules,Slutz,9999-01-01,54030
64969,Jasminko,Kawashima,9999-01-01,40000
285609,Tetsushi,Uludag,9999-01-01,68011
496617,Heping,Anily,1997-08-29,57384
65812,Heeju,Hooghiemstra,1991-10-30,40000
79285,Bingning,Lieblein,9999-01-01,49127
490763,Tomoyuki,Laurillard,9999-01-01,62497
265124,Aemilian,Panienski,9999-01-01,45708
490552,Emran,Backhouse,9999-01-01,43804
264492,Ebru,Harllee,9999-01-01,67776
212836,Hauke,Kulisch,1990-01-25,40000
90497,Radoslaw,Dulin,1995-03-01,40000
464550,Xuedong,Lamparter,9999-01-01,43916
103435,Sverrir,Ghazalie,9999-01-01,46549
81527,Arnd,Bouloucos,9999-01-01,103938
470840,Barry,Bernick,9999-01-01,59382
448495,Goncalo,Scharstein,9999-01-01,58279
41074,Leen,Siochi,9999-01-01,95738
410124,Froduald,Veccia,9999-01-01,53239
291850,Shirish,Esteva,2001-03-23,64216
480320,Djenana,Eugenio,9999-01-01,84296
35470,Satoru,Ranai,9999-01-01,64604
270822,Kwun,Rodier,9999-01-01,40515
437750,Rosine,Karunanithi,1989-08-05,54477
232381,Siddarth,Tempesti,1995-06-06,70837
17018,Berhard,Tasistro,9999-01-01,40000
499133,Shahab,Pfau,9999-01-01,64460
95510,Mototsugu,Christ,9999-01-01,50472
101932,Christophe,Hashii,9999-01-01,46203
495582,Subhankar,Varker,1989-05-13,40000
419798,Lenore,Cardazo,2001-04-18,40000
212367,Khatoun,Krider,9999-01-01,40819
270431,Cullen,Setia,2002-04-28,40000
65102,Souichi,Delgrange,9999-01-01,40000
456361,Bouchung,Georgatos,9999-01-01,40000
411276,Kasturi,Stanfel,1992-01-27,40000
243113,Arno,Dayana,2001-04-07,51215
296323,Aron,Emiris,1993-07-20,56437
111534,Hilary,Kambil,9999-01-01,48077
104478,Shrikanth,Goodrum,9999-01-01,46511
204691,Palash,Huhdanpaa,1998-03-30,40000
447507,Gro,Kaelbling,9999-01-01,40854
200695,Geraldo,Zongker,1992-07-31,40000
222925,Shrikanth,Karunanithi,9999-01-01,63035
265345,Hiroyasu,Conry,9999-01-01,40000
401564,Frederique,Peha,9999-01-01,64703
483951,Teunis,Parhami,9999-01-01,71103
33852,Marek,Prochazka,9999-01-01,74269
87366,Aria,Rubsam,1995-05-22,73278
457744,Zorica,Benaini,9999-01-01,40000
214245,Kwan,Encarnacion,1996-12-22,59047
70465,Kien,Ligten,9999-01-01,45067
485090,Hongzhu,Chinen,9999-01-01,53410
17163,Yurii,Papsdorf,9999-01-01,47086
71255,Mrinalini,Halloran,9999-01-01,40000
479275,Isamu,Lores,9999-01-01,43664
494773,Masako,Zlotek,1987-03-27,48912
59268,Berry,Besancenot,9999-01-01,40000
264267,Conrado,Chappelet,9999-01-01,40000
27781,Qiwen,Wielonsky,9999-01-01,62986
459750,Danai,Ernst,1996-11-06,59702
87757,Syozo,Ghalwash,9999-01-01,44489
207381,Shridhar,Cooman,9999-01-01,40000
280171,Rasikan,Condotta,9999-01-01,62005
56038,Herbert,Murthy,9999-01-01,60002
473275,Leaf,Janetzko,9999-01-01,63011
462230,Torsten,Ballarin,2000-04-08,40000
18946,Gio,Warwick,9999-01-01,40000
499230,Pranav,Beutelspacher,1998-11-17,40000
26402,Nathan,Pietracaprina,9999-01-01,53570
200057,Gay,Dayana,2001-07-28,60889
109373,Becky,Pesch,9999-01-01,40000
471683,Christ,Yetto,9999-01-01,69403
105546,Dhritiman,Coombs,9999-01-01,40000
40622,Lubomir,Ulupinar,1988-07-01,74336
237325,Jayson,Passino,9999-01-01,62274
233770,Moheb,Huxford,1993-03-09,52489
51910,Rosli,Chenoweth,9999-01-01,53432
107119,Brewster,Ouhyoung,9999-01-01,40000
216071,Guadalupe,Edelhoff,9999-01-01,45421
217523,Abdulla,Zolotykh,9999-01-01,60944
450147,Yongdong,Farris,9999-01-01,40000
294177,Morris,Mundy,9999-01-01,40000
423093,Dannz,Kadhim,9999-01-01,88702
447056,Bedrich,Rosen,1988-07-06,40000
454312,Fayez,Calkin,1997-05-10,50425
419903,Conor,Merro,9999-01-01,88045
229018,Jeanna,Jullig,1996-11-17,58515
91908,Munenori,Kalsbeek,1990-10-03,40000
74958,Mantis,Rissland,9999-01-01,41636
425487,Kellyn,Egerstedt,9999-01-01,57618
87951,Ottavia,Rohrbach,1998-05-29,40000
413251,Eckart,Radwan,9999-01-01,40000
80258,Hirochika,Hiyoshi,9999-01-01,93572
270874,Vitaly,Terlouw,9999-01-01,40000
475947,Kwangjo,Chimia,9999-01-01,44202
408594,Pranas,Huhdanpaa,1992-03-29,60185
13402,Augustine,Dulli,9999-01-01,40000
25108,Wanqing,Eterovic,9999-01-01,53886
471264,Danae,Msuda,1998-03-20,40000
495539,Bernice,Mansanne,9999-01-01,40000
36537,Adin,Kawashima,9999-01-01,40000
418471,Xiaoheng,Aloisi,9999-01-01,72191
486345,Marsal,Brodie,9999-01-01,57904
446891,Susanta,Heuser,9999-01-01,50353
440652,Nahum,Garnier,9999-01-01,67855
107145,Munehiko,Zielinski,9999-01-01,40000
106611,Shir,Vecchi,9999-01-01,40000
54420,Youngkon,Rajcani,9999-01-01,66835
433044,Neven,Setiz,9999-01-01,40000
227459,Younwoo,Schmiedel,9999-01-01,85628
258496,Serap,Zultner,9999-01-01,52254
86005,Sahrah,Samarati,9999-01-01,44056
270482,Muneo,Businaro,9999-01-01,41352
73532,Becky,dAstous,9999-01-01,58237
283557,Hironobu,Teitelbaum,9999-01-01,77621
59555,Augustine,Peot,9999-01-01,40000
279765,Rosine,Ranta,9999-01-01,53668
272720,Yuguang,Carrere,9999-01-01,49915
201007,Yonghong,Scharstein,1996-10-26,83280
28677,Terresa,Gunderson,9999-01-01,40000
26599,Katsuo,Armand,9999-01-01,40000
212800,Lihong,Hardjono,9999-01-01,55155
414642,Bartek,Huttel,9999-01-01,40000
245537,Uri,Broomell,9999-01-01,40000
30819,Sachio,Asrin,9999-01-01,40000
220877,Baruch,Christ,9999-01-01,46313
291380,Mohammed,Miara,9999-01-01,96182
13389,Divine,Cmelik,9999-01-01,40000
90147,Tomokazu,Plump,9999-01-01,40000
465757,Brewster,Morris,9999-01-01,41946
226853,Wuxu,Bail,9999-01-01,40624
404751,Sreenivas,Luke,1988-08-16,84634
254614,Marjo,Plesums,9999-01-01,40000
65091,Sachin,Mullainathan,2001-07-08,62516
205272,Zhenbing,Kuhnemann,9999-01-01,40000
29030,Nikolaus,Heiserman,9999-01-01,66552
411784,Leandro,Katalagarianos,9999-01-01,40000
21808,Arra,Bharadwaj,9999-01-01,40610
410387,Arto,Haraldson,1996-04-20,58060
237495,Etsuo,Gluchowski,1990-04-11,68257
17705,Toshimo,Mellouli,9999-01-01,50346
93986,Elzbieta,Perry,9999-01-01,74080
460876,Vidar,Aingworth,9999-01-01,40000
248826,Jaana,Oxenboll,1998-03-02,40000
489464,Marsha,Chepyzhov,1998-10-13,51998
263082,Bluma,Roisin,9999-01-01,52476
470318,Remmert,Kolinko,9999-01-01,40000
261172,Katsuyuki,Luit,9999-01-01,68463
247827,Arif,Lund,9999-01-01,82733
208707,Jenwei,Heping,1991-06-13,53987
278873,Qunsheng,Vecchio,9999-01-01,40000
445556,Badri,Schaar,9999-01-01,45486
50694,Sadun,Middleton,9999-01-01,83441
217977,Shahaf,Eldridge,9999-01-01,40000
225533,Feiyu,Oehlmann,9999-01-01,50918
28076,Suzette,Pelc,9999-01-01,69666
36585,Menkae,Aamodt,1997-12-30,84039
415890,Zhonghui,Melski,9999-01-01,52124
473832,Kwangjo,Parhami,1989-08-05,57961
416920,Ekawit,Kossowski,9999-01-01,71103
58787,Kristina,Erie,9999-01-01,40000
463549,Rutger,Ghazalie,1999-10-17,40000
428951,Shigeaki,Angot,9999-01-01,40000
268965,Kiyomitsu,Attimonelli,9999-01-01,40000
438454,Duro,Caine,9999-01-01,42193
97225,Adam,Erez,9999-01-01,40000
244669,Mooi,Griswold,1999-03-19,50962
82130,Maia,Nergos,1995-08-01,79273
48254,Chenyi,Gomatam,9999-01-01,66239
42150,Mahendra,Giveon,1999-06-03,62401
431167,Candida,Merle,1999-06-16,63647
100574,Lucien,Bennet,9999-01-01,83065
10943,Berna,Skafidas,9999-01-01,45890
421024,Shuky,Strehl,9999-01-01,40000
76396,Khun,Kakkad,9999-01-01,40000
298992,Kauko,Guenter,9999-01-01,55568
468248,DAIDA,Brookman,1998-07-25,44710
405591,Kellyn,Gulik,9999-01-01,47382
219275,Weidon,Rando,9999-01-01,46304
205317,Percy,Milicic,9999-01-01,72965
400203,Marl,Neimat,9999-01-01,56514
93296,Baoqiu,Montresor,9999-01-01,64693
446108,Georg,Reinhart,9999-01-01,78617
203125,Deniz,Prenel,9999-01-01,40000
473910,Bokyung,Staelin,2001-06-14,47473
494456,Heon,Swen,9999-01-01,40000
450217,Petter,Gluchowski,9999-01-01,40000
212521,Duangkaew,Borstler,9999-01-01,40000
257798,Alselm,Samarati,1989-10-04,40090
282861,Masami,Paludetto,9999-01-01,40000
430400,Shahaf,Zwicker,9999-01-01,40000
220358,Geraldo,Magliocco,1994-05-14,66903
95503,Pranay,Pulkowski,9999-01-01,40000
423543,Oldrich,Acton,9999-01-01,43954
471745,Bilhanan,Munos,1997-04-15,40000
281277,Moheb,Pramanik,1986-06-04,67636
413454,Haldon,Einsfeld,9999-01-01,62681
240852,Bedrich,Heyers,1994-11-02,40000
273778,Maik,Landherr,9999-01-01,55474
224526,Haldun,Uehara,9999-01-01,46371
78350,Eric,Kobara,9999-01-01,53103
451920,Shigeichiro,Luck,9999-01-01,46645
31702,Florian,Isard,9999-01-01,59652
230468,Takahito,Zweizig,9999-01-01,44739
102225,Stella,Peral,1999-09-26,65031
299634,Freyja,Frezza,9999-01-01,82909
82913,Luerbio,Gammage,1995-03-18,56956
458015,Amalendu,Noriega,9999-01-01,55796
274554,Sakthirel,Rattan,9999-01-01,56199
482438,Nathan,Gulik,1995-06-30,50218
210571,Hirochika,Peot,9999-01-01,63757
252808,Steen,Leaver,9999-01-01,41657
204679,Masaru,Marchegay,9999-01-01,63947
251963,Larisa,Tasistro,9999-01-01,50597
478125,Kazuhiro,Erez,9999-01-01,40656
53947,Shooichi,Henseler,9999-01-01,50967
61654,Maris,Clouatre,2000-08-12,59472
35835,Yoshimitsu,Esteva,1994-11-12,43034
412806,Tianruo,Wynblatt,1999-05-02,40000
80746,Keiichiro,Jahnichen,9999-01-01,53520
253562,Slavian,Sethi,9999-01-01,42879
218653,Abdulla,Siochi,9999-01-01,40000
242347,Teunis,Heystek,9999-01-01,68828
416042,Katsuo,Lorcy,9999-01-01,43679
246224,Kenton,Griswold,9999-01-01,51921
418599,Masali,Ballarin,1996-08-29,40000
476222,Kristian,Mellouli,9999-01-01,70325
23092,Aris,Brookman,1997-01-25,40000
231478,Sumant,Suppi,1991-01-23,43754
459551,Amalendu,Jervis,9999-01-01,54867
292371,Danil,Stanfel,9999-01-01,42210
18662,Bouchung,Luck,1999-04-27,46998
434670,Gilbert,Valette,9999-01-01,76156
58035,Jenwei,Speckmann,9999-01-01,57073
281762,Nathalie,Tiemann,9999-01-01,40000
249666,Vishv,Mitchem,1997-04-16,40000
33115,Padma,Peyn,9999-01-01,44843
281116,Kazuhira,Syrotiuk,9999-01-01,40518
229163,Susuma,Wroclawski,1994-10-04,61510
486883,Ayakannu,Deyuan,9999-01-01,40000
480211,Mansur,DasSarma,1993-10-05,40000
415903,Achilleas,Eiron,1998-10-03,48685
268179,Lansing,Ratnaker,9999-01-01,47224
105712,Danel,Kobuchi,2000-11-27,46343
60285,Nitsan,Coorg,9999-01-01,40000
298802,Shan,Muchinsky,9999-01-01,96892
231649,Woody,Hebert,9999-01-01,54830
433094,Xinglin,Matzke,9999-01-01,49912
458297,Youssef,Ranst,1994-03-01,40000
419960,Chikako,Heping,9999-01-01,40000
403727,Waiman,Delgrande,9999-01-01,52828
101949,Foong,Pettis,9999-01-01,49621
19546,Kwan,Penz,9999-01-01,40000
416334,Shushma,Bressoud,9999-01-01,44627
272786,Vesna,Loncour,9999-01-01,50754
39652,Kitty,Keirsey,9999-01-01,47633
201997,Aran,Baez,9999-01-01,54263
104144,Gilbert,Staelin,2001-02-21,40000
89125,Danel,Sinitsyn,9999-01-01,40000
94582,Willard,Baar,9999-01-01,56843
68427,Ute,Mansanne,1995-01-22,54299
432167,Peternela,Talmon,1998-03-14,40000
36599,Genevieve,Munck,9999-01-01,40000
452621,Werner,Dolinsky,1989-12-24,54062
210251,Fay,Frezza,9999-01-01,52279
104294,Siddarth,Flowers,9999-01-01,46683
245692,Gila,Asrin,2000-06-25,40000
100880,Chikara,Thibadeau,9999-01-01,40000
481712,Vitaly,Jeong,9999-01-01,53611
497805,Mariusz,Biros,1987-01-17,57961
420963,Leaf,Schnabel,9999-01-01,40294
219295,Michaela,Knightly,9999-01-01,64419
276289,Yuchang,Gilg,9999-01-01,78960
483876,Tomofumi,Crouzet,9999-01-01,63979
428524,Shim,Barvinok,1987-08-15,40000
244292,Khedija,Anick,9999-01-01,41171
235951,Gen,Unno,9999-01-01,44496
30727,Toshimitsu,Sury,9999-01-01,85079
408589,Chikako,Pietrzykowski,9999-01-01,50843
415356,Mostafa,Hofting,9999-01-01,61105
210485,Mitchel,Codenie,9999-01-01,98803
431126,Claude,Kroon,9999-01-01,43809
264689,Sangeeta,Rajcani,9999-01-01,40000
431446,Hidekazu,Cangellaris,1994-08-25,63683
66536,DeForest,Malinowski,9999-01-01,45280
401125,Josyula,Rothe,9999-01-01,54184
201628,Chaoyi,Massonet,9999-01-01,41834
455356,Gretta,Murthy,9999-01-01,53254
465893,Kish,Moffat,9999-01-01,40000
279432,Huican,Lampe,1997-04-03,74530
55154,Brigham,Schiettecatte,9999-01-01,40000
21674,Kannan,Naumovich,9999-01-01,44125
107822,Hatem,Kroll,9999-01-01,81854
210960,Caolyn,Binding,1997-06-09,40000
409148,Wuxu,Auria,9999-01-01,40000
227877,Leszek,Tsukune,9999-01-01,68245
71099,Adly,Azevdeo,9999-01-01,40000
293536,Amalendu,Thibadeau,1995-03-23,40000
106537,Shir,Merli,1993-06-18,40000
400950,Otmar,Erie,9999-01-01,73907
21877,Brigham,Biran,9999-01-01,75382
437103,Uno,Thimonier,9999-01-01,47768
62155,Akemi,Basawa,9999-01-01,40170
443676,Masasuke,Gide,9999-01-01,66175
439018,Gay,Scharstein,1989-05-10,62394
98199,Sadun,Felcyn,9999-01-01,58988
50974,Yoshimitsu,Narahara,9999-01-01,48111
479651,Lena,Roohalamini,1999-08-31,65730
246841,Shichao,Heuter,1998-09-23,42566
107262,Feiyu,Butterworth,9999-01-01,40000
35827,Kazuhisa,Azumi,9999-01-01,55189
92870,Atilio,Imataki,9999-01-01,47261
486456,Elrique,Bernick,9999-01-01,49693
280883,Shao,Compeau,9999-01-01,53939
471482,Sivanarayana,Speel,1991-04-04,41407
30663,Gurbir,Sigstam,9999-01-01,69262
416136,Yonghoan,Reinhard,9999-01-01,92472
82901,Susanna,Spieker,1998-01-14,40000
109610,Kotesh,Pelc,9999-01-01,40000
19134,Seongbin,Bakhtari,9999-01-01,89672
283569,Ulf,Bernick,1992-03-10,40000
42169,Wuxu,Motley,2001-03-14,70310
436686,Yishay,Tiemann,9999-01-01,42347
103558,Adel,Unni,9999-01-01,68004
20765,Steve,Viele,9999-01-01,45556
73790,Kazunori,Pepe,9999-01-01,61447
457291,Charlene,Kitsuregawa,1995-06-10,40000
469475,Hein,Munos,9999-01-01,40000
299438,Bedrich,Vanwelkenhuysen,9999-01-01,50454
209949,Wanqing,Kornyak,1999-07-10,65290
288301,Youjian,Marchesini,1990-10-10,40000
416365,Charlene,Muntz,1988-07-28,83946
219646,Huai,Reghbati,9999-01-01,45872
95425,Ulises,McAffer,2001-05-30,84460
291581,Ishfaq,Perz,2001-02-05,40971
224386,Yucai,Bhattacharjee,1997-11-27,51525
108906,Hideyuki,Cronan,1998-03-06,55182
57269,Tesuro,Berztiss,9999-01-01,46054
41205,Charlene,Cusworth,9999-01-01,75669
102456,Leni,Kaminger,1997-03-19,46042
91885,Fai,Moehrke,9999-01-01,40000
12722,Elliott,Cheshire,9999-01-01,62325
471139,Kiyotoshi,Collavizza,1996-07-22,58547
495318,Reinhard,Kornatzky,1989-10-23,88606
410938,Kensyu,Borstler,1992-04-14,84859
415577,Magdalena,Kumaresan,9999-01-01,40000
239513,Takushi,Piveteau,1992-11-03,44333
83856,Udi,Ernst,9999-01-01,49670
423702,Parke,Iivonen,9999-01-01,76910
257350,Kaijung,Bardell,9999-01-01,61884
90122,Taisook,Halevi,9999-01-01,79995
19669,Shem,Honiden,9999-01-01,68024
